"","Project","DeploymentID","Site","Cruise","Status","Platform","Region","Type","Instrument_ID","GPS_Tracker","GPS_ID","GPS_Timing","Depth_Sensor","Deployment_Latitude","Deployment_Longitude","Deployment_Date","Deployment_Depth_m
","Deploy_Vessel","Recovery_Date","Recovery_Latitude","Recovery_Longitude","Retrieve_Vessel","Array_name","Number_of_Sensors","ChannelNumber_1","SensorNumber_1","ChannelNumber_2","SensorNumber_2","Data_Start","Data_End","RecordingDuration_m","RecordingInterval_m","SampleRate_kHz","Quality_Analyst","Quality_Category","Quality_LowFreq","Quality_HighFreq","Data_ID","Pressure","Acceleration","Temperature","Known Takes","SanctuaryPermit","Personnel","Notes","DutyCycle","DeployDuration_days","RecordDuration_hrs"
"85","ADRIFT",85,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",45.3824167,-124.41357,2023-08-04 22:06:00,100,"R/V Pacific Storm",2023-08-12 13:48:56,44.95337,-124.44817,"R/V Pacific Storm","E02_9299",2,1,856163,1,"856171",2023-08-04 22:05:52,2023-08-11 02:37:32,"6","6",384,"Cory Hom-Weaver","compromised",75,192000,"ADRIFT_085","No","10",NA,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm","MOSAIC cruise, 6 minute file gap at 8/5/2023 9:23:52","6 min for every 6",7.65481481481481,148.527777777778
"86","ADRIFT",86,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",45.3176667,-124.41017,2023-08-04 22:39:00,100,"R/V Pacific Storm",2023-08-12 15:48:00,44.83994,-124.47023,"R/V Pacific Storm","H02_9299",2,1,856159,1,"856177",2023-08-04 22:41:22,2023-08-08 10:11:55,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_086","No","10",NA,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm","MOSAIC cruise","6 min for every 6",7.71458333333333,83.5091666666667
"87","ADRIFT",87,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",45.3368667,-124.46508,2023-08-04 23:15:00,100,"R/V Pacific Storm",2023-08-12 14:39:00,44.94423,-124.53973,"R/V Pacific Storm","V01_9299",2,1,856138,1,"856151",2023-08-04 23:14:28,2023-08-08 11:44:44,"6","6",384,"Cory Hom-Weaver","compromised",40,192000,"ADRIFT_087","No","10",NA,NA,NA,"Angela Szesciorka, Ladd Irvine, Craig Hayslip, crew of Storm","MOSAIC cruise, gaps in recordings listed in RAW DON folder (\RECORDINGS\DRIFTERS\ADRIFT\RAW\ADRIFT_087_CENSOR\RecordingGaps.txt","6 min for every 6",7.64166666666667,84.5044444444444
"88","ADRIFT",88,"HUM","CoralSeaWW","Complete","drift","WCoastUSA","ST4300HF","5992","Solar","SO-001",NA,"16546",41.83065,-124.641,2023-08-25 17:05:00,100,"R/V Coral Sea",2023-08-28 21:17:00,41.144439,-124.41566,"Scrimshaw","C02_9299",2,1,856155,2,"856166",2023-08-25 17:29:58,2023-08-28 20:23:59,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_088","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"6 min for every 6",3.175,74.9002777777778
"89","ADRIFT",89,"HUM","CoralSeaWW","Complete","drift","WCoastUSA","ST4300HF","5990","Solar","SO-305",NA,"15865",41.83002,-124.69,2023-08-25 17:20:00,100,"R/V Coral Sea",2023-08-28 21:27:00,41.144442,-124.41566,"Scrimshaw","G02_9299",2,1,856161,2,"856176",2023-08-25 17:17:58,2023-08-26 18:23:58,"6","6",384,"Cory Hom-Weaver","compromised",50,192000,"ADRIFT_089","No","10",NA,NA,NA,"Eric Bjorkstedt","error with SUD files, recovered ~ 1 day of recordings","6 min for every 6",3.17152777777778,25.1
"90","ADRIFT",90,"HUM","CoralSeaWW","Complete","drift","WCoastUSA","ST4300HF","5984","Solar","SO-798",NA,"16396",41.82998,-124.54227,2023-08-25 17:40:00,100,"R/V Coral Sea",2023-08-28 21:58:00,40.93304,-124.42666,"Scrimshaw","A02_9299",2,1,856156,2,"856167",2023-08-25 17:41:58,2023-08-26 21:11:58,"6","6",384,"Cory Hom-Weaver","compromised",50,192000,"ADRIFT_090","No","10",NA,NA,NA,"Eric Bjorkstedt","error with SUD files, recovered ~ 1 day of recordings","6 min for every 6",3.17916666666667,27.5
"91","ADRIFT",91,"HUM","CoralSeaWW","Complete","drift","WCoastUSA","ST4300STD","8025","Solar","SO-638",NA,"16408",41.82983,-124.59067,2023-08-25 18:00:00,100,"R/V Coral Sea",2023-08-28 22:28:00,40.77271,-124.52787,"Scrimshaw","D02_9299",2,1,856162,2,"856168",2023-08-25 18:05:58,2023-08-28 21:29:59,"6","6",288,"Cory Hom-Weaver","compromised",50,192000,"ADRIFT_091","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"6 min for every 6",3.18611111111111,75.4002777777778
"92","ADRIFT",92,"SFB","ACCESS","Complete","drift","WCoastUSA","ST640","6663","Solar","SO-359",NA,"16656/16658",37.722533,-123.232467,2023-09-17 17:42:00,100,"R/V Fulmar",2023-09-22 01:48:00,37.70513,-123.66975,"R/V Lasker","L02_9299",2,1,856157,2,"856169",2023-09-17 17:42:00,2023-09-22 01:42:02,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_092","No","10",NA,NA,"CBNMS, GFNMS","Dani Lipske (ACCESS) / Kevin Stierhoff (SWFSC scientist on Lasker for recovery)","R/V Lasker recovered the buoy en route to Newport because the R/V Fulmar is in port with mechanical issues and unable to help with recovery","6 min for every 6",4.3375,104.000555555556
"93","ADRIFT",97,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5992","Solar","SO-001",NA,"16396",40.83497,-124.54502,2023-10-05 23:16:00,100,"Scrimshaw",2023-10-06 23:24:00,40.9315,-124.88719,"Scrimshaw","C02_9299",2,1,856155,2,"856166",2023-10-05 23:29:58,2023-10-06 23:23:58,"6","6",384,"Cory Hom-Weaver","compromised",75,192000,"ADRIFT_097","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"6 min for every 6",1.00555555555556,23.9
"94","ADRIFT",98,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5990","Solar","SO-798",NA,"16408",40.83524,-124.59503,2023-10-05 23:29:00,100,"Scrimshaw",2023-10-06 23:36:00,40.95905,-124.93727,"Scrimshaw","G02_9299",2,1,856161,2,"856176",2023-10-05 23:29:58,2023-10-06 23:41:58,"6","6",384,"Cory Hom-Weaver","compromised",80,192000,"ADRIFT_098","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"6 min for every 6",1.00486111111111,24.2
"95","ADRIFT",99,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5984","Solar","SO-638",NA,"16546",40.83531,-124.64676,2023-10-05 23:41:00,100,"Scrimshaw",2023-10-06 23:51:00,40.9718,-124.99055,"Scrimshaw","A02_9299",2,1,856156,2,"856167",2023-10-05 23:41:58,2023-10-06 23:53:58,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_099","No","10",NA,NA,NA,"Eric Bjorkstedt","Loud banging!","6 min for every 6",1.00694444444444,24.2
"96","ADRIFT",100,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300STD","8025","Solar","SO-305",NA,"15865",40.83532,-124.69814,2023-10-05 23:54:00,100,"Scrimshaw",2023-10-07 00:03:00,40.97695,-125.02801,"Scrimshaw","D02_9299",2,1,856162,2,"856168",2023-10-05 23:53:58,2023-10-07 00:23:58,"6","6",288,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_100","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"6 min for every 6",1.00625,24.5
"97","ADRIFT",101,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7932","Solar","SO-919",NA,"15771/15801",35.628833,-121.635133,2023-11-06 17:11:00,100,"R/V Shearwater",2023-11-10 18:11:00,35.369433,-121.712218,"R/V Shearwater","U01_9299",2,1,856137,2,"856149",2023-11-06 17:06:00,2023-11-10 18:18:01,"6","6",384,"Cory Hom-Weaver","compromised",30,192000,"ADRIFT_101","No","10",NA,NA,"MBNMS","Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew","Recovered within 1 mile of mixed group Delphinus delphis + Lissodelphins","6 min for every 6",4.04166666666667,97.2002777777778
"98","ADRIFT",102,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6667","Solar","SO-866",NA,"15968/16656",35.631883,-121.749367,2023-11-06 17:46:00,100,"R/V Shearwater",2023-11-10 19:39:00,35.81375,-121.01515,"R/V Shearwater","X01_9299",2,1,856140,2,"856150",2023-11-06 17:42:00,2023-11-10 19:48:01,"6","6",384,"Cory Hom-Weaver","compromised",30,192000,"ADRIFT_102","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",4.07847222222222,98.1002777777778
"99","ADRIFT",103,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7939","Solar","SO-135",NA,"16658/16597",35.628133,-121.86545,2023-11-06 19:00:00,100,"R/V Shearwater",2023-11-10 20:43:00,35.81375,-121.061433,"R/V Shearwater","W01_9299",2,1,856135,2,"856147",2023-11-06 18:54:00,2023-11-10 20:54:01,"6","6",384,"Cory Hom-Weaver","compromised",60,192000,"ADRIFT_103","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",4.07152777777778,98.0002777777778
"100","ADRIFT",104,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7930","Solar","SO-083",NA,"16583/16431",35.629283,-121.9473,2023-11-06 19:26:00,100,"R/V Shearwater",2023-11-10 22:46:00,35.540633,-122.010517,"R/V Shearwater","L02_9299",2,1,856157,2,"856169",2023-11-06 19:24:00,2023-11-10 22:48:01,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_104","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",4.13888888888889,99.4002777777778
"101","ADRIFT",105,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7951","Solar","SO-082",NA,"15737/16647",35.54435,-121.948917,2023-11-06 20:04:00,100,"R/V Shearwater",2023-11-10 21:51:00,35.5605,-121.851683,"R/V Shearwater","F02_9299",2,1,856164,2,"856175",2023-11-06 20:00:00,2023-11-10 22:00:01,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_105","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",4.07430555555556,98.0002777777778
"102","ADRIFT",106,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6663","Solar","SO-359",NA,"15766/15761",35.542667,-121.851933,2023-11-06 20:36:00,100,"R/V Shearwater",2023-11-10 22:13:00,35.54365,-121.91835,"R/V Shearwater","B02_9299",2,1,856165,2,"856173",2023-11-06 20:36:00,2023-11-10 22:18:01,"6","ca",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_106","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every ca",4.06736111111111,97.7002777777778
"103","ADRIFT",107,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7934","Solar","SO-803",NA,"16557/16409",35.54185,-121.7526,2023-11-06 21:03:00,100,"R/V Shearwater",2023-11-10 20:12:00,35.730217,-122.03485,"R/V Shearwater","Z01_9299",2,1,856135,2,"856148",2023-11-06 21:00:00,2023-11-10 20:24:01,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_107","No","10",NA,NA,NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",3.96458333333333,95.4002777777778
"104","ADRIFT",108,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7519","Solar","SO-602",NA,"16549/16536",35.54275,-121.6337,2023-11-06 21:46:00,100,"R/V Shearwater",2023-11-10 21:18:00,35.649383,-121.926033,"R/V Shearwater","K02_9299",2,1,856154,2,"856170",2023-11-06 21:41:59,2023-11-10 21:24:00,"6","6",384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_108","No","10",NA,NA,"CHNMS, MBNMS","Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew",NA,"6 min for every 6",3.98055555555556,95.7002777777778
"105","CCES",4,"HUM","CCES2018","Complete","drift","WCoastUSA","SM3M","SM3M_3","SPOT","E/K",NA,"OT-6",45.0834,-128.2082,2018-07-25 03:30:00,100,"R/V Ruben Lasker",2018-10-13 00:36:00,41.7569,-127.1545,"R/V Ruben Lasker","3",2,1,856073,2,"856040",2018-07-30,2018-10-12 23:59:59,"2","20",256,NA,"compromised",100,256000,"CCES_004","No","No","No",NA,"No NMS entered",NA,"Duty cycle 2/4 for 20 days then 2/20, Instrument noise at ~60kHz and 100kHz throughout drift","2 min for every 20",79.8791666666667,1799.99972222222
"106","CCES",7,"HUM","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208791071","SPOT","R/S",NA,"LAT-5",41.2604,-125.0157,2018-08-05 14:48:00,150,"R/V Ruben Lasker",2018-10-22 09:00:00,42.04,-124.485,"R/V Ruben Lasker","12",2,1,856049,2,"856068",2018-08-05 15:27:50,2018-09-22 18:09:50,"2","20",288,"Cory Hom-Weaver","good",20,288000,"CCES_007","No","No","10",NA,"No NMS entered",NA,"Drift 7 grounded and was retrieved by Gary Friedrichson using his small boat from shore around 1900 UTC on 9/22/2018, low frequency strumming under 100 Hz","2 min for every 20",77.7583333333333,1154.7
"107","CCES",8,"HUM","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1678016538","SPOT","T/U",NA,"LAT-6",38.9485,-126.6449,2018-08-16 02:34:00,150,"R/V Ruben Lasker",2018-10-10 16:53:00,34.3774,-128.3174,"R/V Ruben Lasker","D",2,1,856095,2,"856041",2018-08-16 04:38:04,2018-10-01 01:59:55,"2","20",288,"Cory Hom-Weaver","good",30,288000,"CCES_008","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 50 Hz","2 min for every 20",55.5965277777778,1101.36416666667
"108","CCES",10,"PTA","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208786975","SPOT","Z/AA",NA,"LAT-8",36.7607,-125.0584,2018-08-22 02:11:00,150,"R/V Ruben Lasker",2018-10-22 00:21:00,35.9671,-122.9397,"R/V Ruben Lasker","E",2,1,856096,2,"856044",2018-08-22 02:24:55,2018-10-21 23:48:58,"2","20",576,"Cory Hom-Weaver","good",30,576000,"CCES_010","No","No","10",NA,"MBNMS",NA,"Low frequency strumming under 30 Hz","2 min for every 20",60.9236111111111,1461.40083333333
"109","CCES",12,"MOB","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1544081436","SPOT","C/D",NA,"LAT-10",34.8303,-123.8146,2018-08-30 02:34:00,150,"R/V Ruben Lasker",2018-10-06 17:08:00,34.0316,-124.3911,"R/V Ruben Lasker","G",2,1,856097,2,"856017",2018-08-30 02:58:44,2018-10-06 17:00:44,"2","20",288,"Cory Hom-Weaver","good",20,288000,"CCES_012","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 100 Hz","2 min for every 20",37.6069444444444,902.033333333333
"110","CCES",13,"CHI","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1677738025","SPOT","X/Y",NA,"LAT-11",33.898,-120.9078,2018-09-11 20:35:00,150,"R/V Ruben Lasker",2018-10-23 14:34:00,31.4444,-119.7754,"R/V Ruben Lasker","H",2,1,856051,2,"856067",2018-09-11 20:56:28,2018-10-23 13:58:28,"2","20",288,"Cory Hom-Weaver","good",25,288000,"CCES_013","No","10","10",NA,"CHNMS",NA,"Low frequency strumming under 50 Hz","2 min for every 20",41.7493055555556,1001.03333333333
"111","CCES",14,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208791071","SPOT","A/B",NA,"LAT-5",32.2688,-118.2563,2018-10-05 05:46:00,150,"R/V Ruben Lasker",2018-11-01 16:55:00,31.9507,-119.2481,"R/V Ruben Lasker","J",2,1,856048,2,"856059",2018-10-05 06:01:04,2018-11-01 16:43:04,"2","20",576,"Cory Hom-Weaver","good",30,576000,"CCES_014","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 30 Hz; frequent mid-frequency active sonar (2-10 kHz) throughout","2 min for every 20",27.4645833333333,658.7
"112","CCES",16,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1543770129","SPOT","R/S",NA,NA,31.3534,-117.4199,2018-10-30 14:33:00,150,"R/V Ruben Lasker",2018-11-21 04:18:00,32.1253,-118.0337,"R/V Ruben Lasker","12",2,1,856049,2,"856068",2018-10-30 14:49:37,2018-11-15 23:01:37,"2","10",576,"Cory Hom-Weaver","good",30,576000,"CCES_016","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 50 Hz","2 min for every 10",21.5729166666667,392.2
"113","CCES",17,"BCN","CCES2018","Complete","drift","WCoastUSA","SM3M","SM3M_3","SPOT","E/K",NA,"OT-6",30.725,-118.6933,2018-10-31 00:02:00,100,"R/V Ruben Lasker",2018-11-24 04:31:00,28.2857,-118.4385,"R/V Ruben Lasker","3",2,1,856073,2,"856040",2018-10-31,2018-11-24 04:30:00,"2","4",256,NA,"compromised",0,256000,"CCES_017","No","No","No",NA,"No NMS entered",NA,NA,"2 min for every 4",24.1868055555556,580.5
"114","CCES",18,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208786975","SPOT","Z/AA",NA,"LAT-8",30.0108,-120.1815,2018-10-31 09:58:00,150,"R/V Ruben Lasker",2018-11-23 18:41:00,29.5059,-118.8216,"R/V Ruben Lasker","E",2,1,856096,2,"856044",2018-10-31 10:05:29,2018-11-16 04:12:29,"2","6",576,"Cory Hom-Weaver","good",0,576000,"CCES_018","No","No","10",NA,"No NMS entered",NA,NA,"2 min for every 6",23.3631944444444,378.116666666667
"115","CCES",19,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1678016538","SPOT","T/U",NA,"LAT-6",30.0477,-117.4605,2018-11-01 02:11:00,150,"R/V Ruben Lasker",2018-11-27 14:20:00,28.4041,-115.5497,"R/V Ruben Lasker","D",2,1,856095,2,"856041",2018-11-01 02:23:12,2018-11-18 12:54:48,"2","10",576,"Cory Hom-Weaver","good",30,576000,"CCES_019","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 50 Hz, Overlaps with day light savings time change","2 min for every 10",26.50625,418.526666666667
"116","CCES",20,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1677738025","SPOT","X/Y",NA,"LAT-11",29.459,-118.393,2018-11-05 14:04:00,150,"R/V Ruben Lasker",2018-11-22 19:21:00,29.392,-116.3355,"R/V Ruben Lasker","G",2,1,856097,2,"856017",2018-11-05 14:22:39,2018-11-22 09:16:43,"2","10",576,"Cory Hom-Weaver","good",20,576000,"CCES_020","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming under 50 Hz","2 min for every 10",17.2201388888889,402.901111111111
"117","CCES",21,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208791071","SPOT","A/B",NA,NA,29.4677,-116.012,2018-11-06 03:43:00,150,"R/V Ruben Lasker",2018-11-11 09:29:00,29.8233,-116.0796,"R/V Ruben Lasker","J",2,1,856048,2,"856059",2018-11-06 03:58:51,2018-11-11 09:12:51,"2","6",576,"Cory Hom-Weaver","good",50,576000,"CCES_021","No","10","10",NA,"No NMS entered",NA,"no depth data, Low frequency strumming and knocking under 50 Hz","2 min for every 6",5.24027777777778,125.233333333333
"118","CCES",22,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1544081436","SPOT","C/D",NA,"LAT-10",28.7247,-116.4778,2018-11-07 14:04:00,150,"R/V Ruben Lasker",2018-11-27 04:55:00,28.2846,-116.6829,"R/V Ruben Lasker","H",2,1,856051,2,"856067",2018-11-07 14:23:49,2018-11-23 18:55:49,"2","10",576,"Cory Hom-Weaver","good",25,576000,"CCES_022","No","10","10",NA,"No NMS entered",NA,"Low frequency strumming and knocking under 100 Hz","2 min for every 10",19.61875,388.533333333333
"119","CCES",23,"BCN","CCES2018","Complete","drift","WCoastUSA","ST4300HF","1208791071","SPOT","A/B",NA,NA,30.9285,-117.3812,2018-11-22 08:10:00,150,"R/V Ruben Lasker",2018-12-03 00:25:00,31.0542,-119.0123,"R/V Ruben Lasker","J",2,1,856048,2,"856059",2018-11-22 08:28:24,2018-12-03 00:49:11,"2","5",576,"Cory Hom-Weaver","good",20,576000,"CCES_023","No","10","10",NA,"No NMS entered",NA,"no depth data, Low frequency strumming and knocking under 50 Hz, ship noise under 250 Hz","2 min for every 5",10.6770833333333,256.346388888889
"120","PASCAL",1,"ORE","PASCAL","Complete","drift","WCoastUSA","ST4300","8505","Spot","F, G",NA,NA,44.35261667,-125.3065833,2016-08-19 17:14:13,100,"R/V Shimada",2016-08-31 15:04:41,43.28963,-126.28662,"R/V Shimada","B-5",2,1,856052,2,"856063",2016-08-20 02:20:07,2016-08-31 14:42:00,"2","10",288,"Cory Hom-Weaver","compromised",250,144000,"PASCAL_001","No","No","No",NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",11.9100462962963,276.364722222222
"121","PASCAL",2,"HUM","PASCAL","Complete","drift","WCoastUSA","ST4300","0773","Spot","P, Q",NA,"OT-1",41.48988333,-125.3636,2016-08-21 06:43:25,100,"R/V Shimada",2016-09-01 02:19:50,41.89747,-125.31944,"R/V Shimada","B-6",2,1,856061,2,"856056",2016-08-20 18:44:06,2016-09-01 02:06:05,"2","10",288,"Cory Hom-Weaver","good",28,144000,"PASCAL_002",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",10.8169560185185,271.366388888889
"122","PASCAL",3,"MND","PASCAL","Complete","drift","WCoastUSA","ST4300","2438","Spot","R, S",NA,NA,38.57328333,-124.3630667,2016-08-21 10:41:47,100,"R/V Shimada",2016-09-02 16:30:42,38.08465,-124.03339,"R/V Shimada","B-7",2,1,856051,2,"856067",2016-08-21 10:37:16,2016-09-02 16:39:16,"2","10",288,"Cory Hom-Weaver","compromised",250,144000,"PASCAL_003",NA,NA,NA,NA,"CBNMS, GFNMS","Shannon Rankin",NA,"2 min for every 10",12.2423032407407,294.033333333333
"123","PASCAL",4,"MBY","PASCAL","Complete","drift","WCoastUSA","ST4300","2634","Spot","T, U",NA,NA,36.34588333,-122.9485333,2016-08-22 00:34:38,100,"R/V Shimada",2016-09-03 19:11:44,36.04671,-122.68306,"R/V Shimada","B-8",2,1,856060,2,"856058",2016-08-22 00:28:27,2016-09-03 19:14:33,"2","10",288,"Cory Hom-Weaver","good",70,144000,"PASCAL_004",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",12.7757638888889,306.768333333333
"124","PASCAL",5,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","8677","Spot","X, Y",NA,"OT-3",34.21,-121.4316667,2016-08-22 15:05:24,100,"R/V Shimada",2016-09-04 22:51:13,33.99318,-121.7215,"R/V Shimada","B-9",2,1,856048,2,"856059",2016-08-22 15:03:58,2016-09-04 22:55:57,"2","10",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_005",NA,NA,NA,NA,"CHNMS","Shannon Rankin",NA,"2 min for every 10",13.3234837962963,319.866388888889
"125","PASCAL",6,"BCN","PASCAL","Complete","drift","WCoastUSA","ST4300","6538","Spot","Z, AA",NA,NA,32.19448333,-119.9124333,2016-08-24 13:00:00,100,"R/V Shimada",2016-09-12 12:53:21,32.60741,-119.49986,"R/V Shimada","B-10",2,1,856053,2,"856064",2016-08-24 13:00:23,2016-08-30 03:29:26,"2","2",288,"Cory Hom-Weaver","compromised",230,144000,"PASCAL_006",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Recorded continuously instead of duty-cycle. LTSA looks noisy, possibly from electrical noise","2 min for every 2",18.9953819444444,134.484166666667
"126","PASCAL",7,"BCN","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #1","Spot","Gen-C, A",NA,NA,31.36931667,-123.70755,2016-08-25 09:31:29,100,"R/V Shimada",2016-09-13 09:29:54,30.24416,-122.39265,"R/V Shimada","B-1",2,1,856045,2,"856042",2016-08-25 09:30:06,2016-09-13 09:30:03,"Continuous",NA,256,"Cory Hom-Weaver","compromised",250,128000,"PASCAL_007",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. Electrical noise between 40-55kHz. Also LTSA reads normally until 9/10/2016 then something weird happened?","Continuous",18.998900462963,455.999166666667
"127","PASCAL",8,"CHI","PASCAL","Complete","drift","WCoastUSA","SM2Bat","SM2+Bat #1","Spot","H, I",NA,"OT-4; SM2+",33.76465,-125.9156167,2016-08-26 04:56:14,100,"R/V Shimada",2016-09-14 11:39:54,33.95017,-125.3851,"R/V Shimada","W-1",2,1,856028,2,"856025",2016-08-26 04:56:00,2016-09-14 02:46:00,"2","4",192,"Cory Hom-Weaver","compromised",250,96000,"PASCAL_008",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Noisy below 20 kHz; Good above. SM2Bat, banding throughout LTSA and recordings","2 min for every 4",19.2803240740741,453.833333333333
"128","PASCAL",9,"MBY","PASCAL","Complete","drift","WCoastUSA","ST300","3689","Spot","AB, AC",NA,NA,36.54101667,-127.5716667,2016-08-27 00:30:47,100,"R/V Shimada",2016-09-15 13:04:56,36.99042,-128.64151,"R/V Shimada","B-11",1,1,201883689,NA,"n/a",2016-08-27 02:14:57,2016-09-15 20:12:13,"2","2",48,"Cory Hom-Weaver","good",0,24000,"PASCAL_009",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log","2 min for every 2",19.5237152777778,473.954444444444
"129","PASCAL",9,"MBY","PASCAL","Complete","drift","WCoastUSA","ST4300","1436","Spot","AB, AC",NA,NA,36.54101667,-127.5716667,2016-08-27 00:30:47,100,"R/V Shimada",2016-09-15 13:04:56,36.99042,-128.64151,"R/V Shimada","B-11",2,1,856050,2,"856065",2016-08-27 00:22:14,2016-09-15 13:04:14,"2","10",288,"Cory Hom-Weaver","good",0,288000,"PASCAL_009",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","This is the SoundTrap used for the ADRIFT analysis","2 min for every 10",19.5237152777778,468.7
"130","PASCAL",10,"MND","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #2","Spot","C, V",NA,"OT-5",39.24718333,-129.1932167,2016-08-27 17:45:53,100,"R/V Shimada",2016-09-16 04:22:18,39.1791,-129.75836,"R/V Shimada","B-2",2,1,856046,2,"856039",2016-08-27 17:44:06,2016-09-17 04:24:05,"Continuous",NA,256,"Cory Hom-Weaver","good",30,256000,"PASCAL_010",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. SM3M, banding throughout LTSA and recordings","Continuous",19.4419560185185,490.666388888889
